Date,Open Italy,High Italy,Low Italy,Close Italy,Adj Close Italy,Volume Italy,Open Spain,High Spain,Low Spain,Close Spain,Adj Close Spain,Volume Spain
2020-06-11,19222.0,19353.0,18807.0,18807.0,18807.0,789867400,"7,486.50","7,486.50","7,278.00","7,278.00","7,278.00","456,667,800"
2020-06-12,18573.0,19169.0,18553.0,18888.0,18888.0,610202600,"7,232.20","7,425.30","7,205.00","7,292.70","7,292.70","370,125,100"
2020-06-15,18303.0,19065.0,18303.0,18969.0,18969.0,483442500,"7,116.90","7,309.40","7,062.90","7,259.30","7,259.30","329,041,900"
2020-06-16,19383.0,19874.0,19297.0,19626.0,19626.0,786184600,"7,420.80","7,599.30","7,349.70","7,495.30","7,495.30","388,212,600"
2020-06-17,19670.0,19876.0,19487.0,19586.0,19586.0,575170300,"7,458.10","7,552.50","7,402.50","7,478.70","7,478.70","333,500,600"
2020-06-18,19562.0,19815.0,19332.0,19486.0,19486.0,495706400,"7,436.40","7,495.20","7,318.10","7,390.20","7,390.20","326,763,200"
2020-06-19,19601.0,19741.0,19572.0,19619.0,19619.0,934839800,"7,444.20","7,502.10","7,401.00","7,414.20","7,414.20","634,635,200"
2020-06-22,19402.0,19685.0,19311.0,19479.0,19479.0,421857500,"7,371.60","7,426.90","7,300.70","7,345.70","7,345.70","220,420,500"
2020-06-23,19626.0,19885.0,19551.0,19842.0,19842.0,523455200,"7,408.80","7,495.10","7,366.60","7,438.40","7,438.40","260,896,400"
2020-06-24,19778.0,19907.0,19163.0,19163.0,19163.0,511785200,"7,403.90","7,440.90","7,195.50","7,195.50","7,195.50","248,464,400"
2020-06-25,19101.0,19319.0,18878.0,19235.0,19235.0,491616700,"7,176.40","7,295.80","7,077.80","7,270.30","7,270.30","267,871,700"
2020-06-26,19442.0,19549.0,19124.0,19124.0,19124.0,366134900,"7,324.50","7,344.90","7,172.10","7,178.40","7,178.40","215,724,300"
2020-06-29,19159.0,19541.0,19113.0,19447.0,19447.0,358186700,"7,160.10","7,318.30","7,146.30","7,278.10","7,278.10","216,619,400"
2020-06-30,19517.0,19540.0,19223.0,19376.0,19376.0,414866900,"7,270.60","7,307.50","7,173.00","7,231.40","7,231.40","233,654,700"
2020-07-01,19452.0,19455.0,19013.0,19331.0,19331.0,361833800,"7,245.60","7,283.90","7,127.10","7,227.40","7,227.40","194,032,100"
2020-07-02,19531.0,19975.0,19482.0,19887.0,19887.0,495115800,"7,292.70","7,538.20","7,292.70","7,498.60","7,498.60","310,243,600"
2020-07-03,19941.0,19969.0,19632.0,19727.0,19727.0,289547200,"7,510.30","7,520.60","7,374.90","7,403.50","7,403.50","181,467,000"
2020-07-06,20121.0,20223.0,19928.0,20032.0,20032.0,443634500,"7,566.50","7,632.30","7,517.30","7,556.20","7,556.20","253,508,300"
2020-07-07,19938.0,20066.0,19845.0,20013.0,20013.0,352024500,"7,491.50","7,511.30","7,441.30","7,447.40","7,447.40","191,351,100"
2020-07-08,19914.0,20101.0,19848.0,19900.0,19900.0,327081800,"7,361.00","7,382.70","7,307.40","7,326.40","7,326.40","213,489,300"
2020-07-09,19993.0,20008.0,19502.0,19506.0,19506.0,324855600,"7,369.90","7,383.50","7,221.10","7,236.90","7,236.90","176,465,600"
2020-07-10,19395.0,19770.0,19395.0,19768.0,19768.0,299117400,"7,198.40","7,324.30","7,183.20","7,321.10","7,321.10","182,314,500"
2020-07-13,20063.0,20067.0,19735.0,20003.0,20003.0,449146200,"7,403.20","7,452.10","7,345.90","7,426.90","7,426.90","179,024,200"
2020-07-14,19799.0,19900.0,19677.0,19880.0,19880.0,425475000,"7,344.40","7,352.00","7,268.40","7,352.00","7,352.00","201,386,900"
2020-07-15,20046.0,20361.0,19982.0,20281.0,20281.0,507289700,"7,416.10","7,529.60","7,317.60","7,487.60","7,487.60","262,957,900"
2020-07-16,20207.0,20389.0,20179.0,20356.0,20356.0,483034300,"7,438.80","7,498.00","7,425.30","7,474.70","7,474.70","178,623,900"
2020-07-17,20414.0,20427.0,20264.0,20419.0,20419.0,399015800,"7,474.10","7,485.00","7,395.80","7,440.40","7,440.40","196,831,900"
2020-07-20,20327.0,20679.0,20217.0,20621.0,20621.0,448609300,"7,442.50","7,495.50","7,365.10","7,478.00","7,478.00","148,683,100"
2020-07-21,20899.0,21133.0,20703.0,20723.0,20723.0,642358800,"7,554.20","7,654.80","7,473.50","7,494.50","7,494.50","300,453,100"
2020-07-22,20689.0,20797.0,20509.0,20599.0,20599.0,400283900,"7,474.70","7,498.60","7,368.20","7,390.10","7,390.10","192,701,200"
2020-07-23,20664.0,20689.0,20363.0,20454.0,20454.0,372189300,"7,434.70","7,442.20","7,357.20","7,384.90","7,384.90","167,589,000"
2020-07-24,20155.0,20241.0,19960.0,20075.0,20075.0,378518300,"7,301.80","7,322.70","7,241.10","7,294.70","7,294.70","183,906,100"
2020-07-27,20034.0,20163.0,19914.0,20020.0,20020.0,358176700,"7,267.80","7,268.00","7,141.30","7,170.60","7,170.60","232,707,600"
2020-07-28,20022.0,20120.0,19698.0,19903.0,19903.0,335491900,"7,191.90","7,257.30","7,170.60","7,246.40","7,246.40","162,297,200"
2020-07-29,19895.0,19973.0,19719.0,19881.0,19881.0,359277100,"7,247.60","7,260.20","7,171.30","7,206.20","7,206.20","210,361,700"
2020-07-30,19926.0,19976.0,19116.0,19228.0,19228.0,545919800,"7,192.30","7,192.70","6,924.70","6,996.60","6,996.60","324,376,500"
2020-07-31,19342.0,19532.0,19086.0,19092.0,19092.0,454759400,"7,025.20","7,049.50","6,877.40","6,877.40","6,877.40","312,298,100"
2020-08-03,19137.0,19402.0,18949.0,19380.0,19380.0,411205200,"6,867.40","6,983.30","6,788.90","6,975.00","6,975.00","282,337,300"
2020-08-04,19532.0,19658.0,19377.0,19614.0,19614.0,566864900,"7,003.00","7,064.80","6,955.40","7,021.60","7,021.60","225,242,000"
2020-08-05,19766.0,19896.0,19642.0,19740.0,19740.0,544154400,"7,073.20","7,123.50","7,027.70","7,039.70","7,039.70","208,795,900"
2020-08-06,19702.0,19834.0,19353.0,19475.0,19475.0,642423100,"7,022.10","7,046.10","6,917.00","6,957.90","6,957.90","205,847,300"
2020-08-07,19429.0,19564.0,19251.0,19516.0,19516.0,349794600,"6,929.10","6,961.80","6,876.70","6,950.50","6,950.50","184,151,000"
2020-08-10,19570.0,19668.0,19454.0,19652.0,19652.0,251844900,"7,004.40","7,053.90","6,957.00","7,053.90","7,053.90","208,030,800"
2020-08-11,19850.0,20294.0,19850.0,20209.0,20209.0,486632200,"7,104.00","7,290.10","7,104.00","7,263.50","7,263.50","271,632,300"
2020-08-12,20172.0,20463.0,20151.0,20437.0,20437.0,372877300,"7,250.30","7,317.90","7,225.70","7,296.00","7,296.00","219,850,300"
2020-08-13,20383.0,20472.0,20257.0,20257.0,20257.0,314363800,"7,267.90","7,321.90","7,240.80","7,250.50","7,250.50","159,766,300"
2020-08-14,20159.0,20185.0,19821.0,20028.0,20028.0,296289800,"7,224.10","7,227.60","7,064.00","7,154.30","7,154.30","175,803,800"
2020-08-17,20101.0,20123.0,19853.0,19950.0,19950.0,246143300,"7,141.50","7,173.30","7,064.10","7,090.10","7,090.10","131,241,200"
2020-08-18,19845.0,20159.0,19723.0,19846.0,19846.0,255470500,"7,065.70","7,165.60","7,024.40","7,043.50","7,043.50","142,775,200"
2020-08-19,19833.0,20055.0,19734.0,20055.0,20055.0,221316800,"7,039.10","7,094.30","7,002.80","7,094.30","7,094.30","132,230,000"
2020-08-20,19827.0,19921.0,19719.0,19767.0,19767.0,264922400,"7,011.40","7,034.50","6,974.90","6,993.30","6,993.30","155,668,600"
2020-08-21,19846.0,19868.0,19480.0,19695.0,19695.0,300533200,"7,016.70","7,025.90","6,900.50","6,982.10","6,982.10","171,116,500"
2020-08-24,19908.0,20130.0,19887.0,20113.0,20113.0,304828800,"7,044.20","7,120.80","7,037.30","7,109.10","7,109.10","147,789,200"
2020-08-25,20256.0,20368.0,20030.0,20030.0,20030.0,327848800,"7,147.90","7,215.10","7,103.20","7,108.40","7,108.40","189,748,500"
2020-08-26,19971.0,20137.0,19928.0,20137.0,20137.0,336048100,"7,088.40","7,136.50","7,070.40","7,123.00","7,123.00","122,064,500"
2020-08-27,20131.0,20133.0,19847.0,19847.0,19847.0,479171100,"7,114.10","7,130.20","7,029.20","7,090.70","7,090.70","162,183,000"
2020-08-28,19953.0,19992.0,19687.0,19841.0,19841.0,475736200,"7,114.70","7,162.90","7,055.10","7,133.00","7,133.00","193,354,900"
2020-08-31,19972.0,20081.0,19616.0,19634.0,19634.0,411640300,"7,174.30","7,198.30","6,960.00","6,969.50","6,969.50","205,260,600"
2020-09-01,19776.0,19871.0,19435.0,19595.0,19595.0,429280800,"7,038.50","7,042.00","6,903.00","6,956.90","6,956.90","226,079,800"
2020-09-02,19713.0,20036.0,19672.0,19858.0,19858.0,375861100,"6,973.10","7,046.10","6,963.90","6,996.90","6,996.90","208,505,300"
2020-09-03,20009.0,20141.0,19462.0,19551.0,19551.0,460398600,"7,065.20","7,159.60","6,971.20","7,006.00","7,006.00","246,671,100"
2020-09-04,19466.0,19781.0,19255.0,19391.0,19391.0,470672600,"7,015.70","7,133.40","6,954.70","6,989.70","6,989.70","462,539,100"
2020-09-07,19530.0,19757.0,19480.0,19738.0,19738.0,309461500,"7,032.80","7,098.00","7,013.00","7,080.70","7,080.70","257,575,100"
2020-09-08,19808.0,19817.0,19202.0,19380.0,19380.0,431597700,"7,087.90","7,102.60","6,899.00","6,955.00","6,955.00","246,699,200"
2020-09-09,19365.0,19792.0,19364.0,19771.0,19771.0,378273400,"6,946.40","7,038.60","6,938.90","7,020.90","7,020.90","202,896,600"
2020-09-10,19786.0,19971.0,19692.0,19820.0,19820.0,462606700,"7,020.60","7,050.90","6,967.40","6,999.20","6,999.20","211,096,000"
2020-09-11,19790.0,19876.0,19698.0,19821.0,19821.0,357726000,"6,989.40","7,000.90","6,910.40","6,943.20","6,943.20","209,115,200"
2020-09-14,19943.0,19968.0,19725.0,19794.0,19794.0,270291800,"6,989.80","7,005.70","6,935.00","6,951.10","6,951.10","199,767,400"
2020-09-15,19831.0,20043.0,19718.0,19957.0,19957.0,337754900,"6,958.90","7,064.00","6,954.80","7,036.00","7,036.00","204,185,200"
2020-09-16,19982.0,20033.0,19803.0,19964.0,19964.0,338233900,"7,048.30","7,110.80","7,020.70","7,110.80","7,110.80","239,805,900"
2020-09-17,19646.0,19811.0,19630.0,19740.0,19740.0,444680400,"7,027.10","7,101.80","7,013.80","7,086.20","7,086.20","214,242,300"
2020-09-18,19685.0,19790.0,19510.0,19525.0,19525.0,714073700,"7,073.80","7,075.30","6,923.60","6,929.80","6,929.80","975,212,000"
2020-09-21,19408.0,19440.0,18778.0,18793.0,18793.0,575956100,"6,892.90","6,892.90","6,678.80","6,692.30","6,692.30","384,701,000"
2020-09-22,18945.0,19081.0,18803.0,18896.0,18896.0,384961300,"6,752.90","6,758.00","6,645.60","6,648.60","6,648.60","286,493,700"
2020-09-23,19080.0,19232.0,18930.0,18930.0,18930.0,359846900,"6,717.80","6,781.10","6,654.20","6,654.20","6,654.20","294,826,200"
2020-09-24,18653.0,19102.0,18621.0,18907.0,18907.0,413000800,"6,577.60","6,705.70","6,562.60","6,643.40","6,643.40","285,830,200"
2020-09-25,18936.0,18938.0,18546.0,18698.0,18698.0,404244200,"6,647.40","6,681.90","6,552.30","6,628.30","6,628.30","263,364,400"
2020-09-28,18953.0,19173.0,18903.0,19160.0,19160.0,385654500,"6,709.20","6,798.90","6,681.40","6,791.50","6,791.50","212,053,800"
2020-09-29,19132.0,19222.0,18996.0,19061.0,19061.0,290185600,"6,769.50","6,790.70","6,713.60","6,713.60","6,713.60","198,774,100"
2020-09-30,18886.0,19146.0,18873.0,19015.0,19015.0,343267400,"6,663.60","6,771.10","6,639.70","6,716.60","6,716.60","247,927,500"
2020-10-01,19177.0,19271.0,18970.0,19062.0,19062.0,396385700,"6,789.10","6,800.80","6,701.20","6,730.70","6,730.70","227,516,000"
2020-10-02,18834.0,19072.0,18815.0,19064.0,19064.0,371254100,"6,675.40","6,754.50","6,648.90","6,754.50","6,754.50","227,139,400"
2020-10-05,19208.0,19270.0,19091.0,19266.0,19266.0,380939400,"6,814.50","6,851.00","6,794.10","6,837.90","6,837.90","237,493,400"
2020-10-06,19333.0,19520.0,19195.0,19430.0,19430.0,440230000,"6,860.10","6,975.40","6,838.80","6,936.20","6,936.20","265,233,500"
2020-10-07,19410.0,19473.0,19356.0,19435.0,19435.0,355102000,"6,920.20","6,952.60","6,887.10","6,910.10","6,910.10","207,416,200"
2020-10-08,19536.0,19631.0,19462.0,19582.0,19582.0,366363800,"6,953.20","7,018.80","6,951.70","6,992.80","6,992.80","202,093,000"
2020-10-09,19592.0,19683.0,19476.0,19595.0,19595.0,324307300,"6,992.90","7,024.60","6,936.70","6,950.90","6,950.90","182,746,300"
2020-10-12,19643.0,19765.0,19559.0,19719.0,19719.0,302531800,"6,968.80","6,979.90","6,924.80","6,951.00","6,951.00","167,258,200"
2020-10-13,19722.0,19730.0,19489.0,19559.0,19559.0,351485400,"6,945.20","6,960.60","6,854.60","6,875.20","6,875.20","205,874,300"
2020-10-14,19576.0,19738.0,19516.0,19608.0,19608.0,306627600,"6,880.40","6,946.80","6,846.50","6,916.60","6,916.60","178,694,400"
2020-10-15,19380.0,19385.0,18957.0,19065.0,19065.0,477390500,"6,840.20","6,842.30","6,763.00","6,816.80","6,816.80","237,247,000"
2020-10-16,19203.0,19454.0,19037.0,19390.0,19390.0,447815200,"6,851.90","6,877.00","6,784.60","6,849.70","6,849.70","234,162,000"
2020-10-19,19476.0,19585.0,19310.0,19374.0,19374.0,290278700,"6,882.10","6,932.80","6,816.40","6,860.20","6,860.20","173,622,600"
2020-10-20,19323.0,19568.0,19245.0,19482.0,19482.0,375281300,"6,834.80","6,972.10","6,826.70","6,927.30","6,927.30","221,477,800"
2020-10-21,19526.0,19528.0,19083.0,19086.0,19086.0,392794000,"6,961.50","6,962.20","6,806.10","6,811.50","6,811.50","207,333,200"
2020-10-22,19086.0,19171.0,18856.0,19077.0,19077.0,375503700,"6,775.20","6,839.50","6,709.30","6,796.60","6,796.60","212,045,300"
2020-10-23,19082.0,19365.0,19074.0,19285.0,19285.0,425542700,"6,802.10","6,902.00","6,791.90","6,893.40","6,893.40","221,927,800"
2020-10-26,18942.0,19203.0,18919.0,18945.0,18945.0,415680400,"6,797.90","6,904.20","6,789.70","6,796.90","6,796.90","195,991,200"
2020-10-27,19011.0,19011.0,18647.0,18655.0,18655.0,429077300,"6,845.20","6,846.70","6,647.00","6,651.30","6,651.30","273,169,200"
2020-10-28,18297.0,18347.0,17843.0,17898.0,17898.0,679900600,"6,560.80","6,563.80","6,423.30","6,474.40","6,474.40","323,758,000"
2020-10-29,17965.0,18082.0,17636.0,17872.0,17872.0,552011900,"6,467.70","6,514.00","6,329.50","6,411.80","6,411.80","298,195,700"
2020-10-30,17683.0,17970.0,17670.0,17943.0,17943.0,470261200,"6,351.40","6,461.60","6,345.30","6,452.20","6,452.20","260,708,300"
